  ,School County,School Type,School ID,Total Students,White,African American,Hispanic,Asian,HI/Pac. Isl.,Am.Ind/AK,2 or More,Points Total,Points %,Percentile,Stars,Achievement Points,% Prof Math,% Prof ELA,Avg. PL Math,Avg. PL ELA,White Math %,AA Math %,Hispanic Math %,Asian Math %,2+ Math %,Special Ed. Math %,English Learner Math %,White ELA %,AA ELA %,Hispanic ELA %,Asian ELA %,2+ ELA %,Special Ed. ELA %,English Learner ELA %,4Y Grad Rate,4Y White,4Y AA,4Y Hispanic,4Y Asian,4Y 2+,4Y Special Ed.,4Y English Learner,5Y Grad Rate,5Y White,5Y AA,5Y Hispanic,5Y Asian,5Y 2+,5Y Special Ed.,5Y English Learner,Eng. Learners ELA Progress,Credit For Well-Rounded Rate,9th Grade On Track Grad Rate,Not Chronic Absent %,Access to Well Rounded Curriculum %,Math Growth Percentile (ES/MS),ELA Growth Percentile (ES/MS),FARMS Rate,FARMS Standardized,White Index,White Standardized,Black Index,Black Standardized,Asian Index,Asian Standardized,2 or more index,hispanic index,Segregation Index,Standardized
Ridgecrest Elementary,Prince George's County,Elementary,1710,692,12,222,455,0,0,0,0,50.7,0.6,35,3,5.7,12.60%,14.20%,2.1,2.2,0,15.3,11.3,0,0,0,6.9,0,20.2,11.5,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56%,97.50%,0,85.20%,100%,51.5,51.5,94.85%,1.9059,29.7146,-0.6647,65.8109,-0.5346,22.0144,-0.3107,23.5095,272.3750,20.3328,0.7832220487
Riverdale Elementary,Prince George's County,Elementary,1901,750,30,60,628,26,0,0,0,48.5,0.57,28,3,6.1,13.90%,19.80%,2.2,2.3,60,19,10.5,0,0,4,9,53.3,23.8,17.1,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.80%,91.40%,0,74.50%,100%,46,63.5,87.14%,1.6154,11.4688,-0.6880,300.7779,-0.4688,0.1920,-0.3644,25.4800,678.2208,31.8769,2.200004077
Robert Frost Elementary,Prince George's County,Elementary,2016,282,11,105,157,0,0,0,0,50,0.59,33,3,7.4,16.40%,29.10%,2.4,2.7,0,18.6,13.5,0,0,7.1,7.6,0,28.8,26.1,0,0,9.5,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.40%,100%,0,83.60%,100%,34,44.5,82.23%,1.4305,4.5714,-0.7021,16.0897,-0.5638,8.9712,-0.3321,9.5805,56.1052,9.7631,-0.5139798418
Robert R. Gray Elementary,Prince George's County,Elementary,1828,441,10,320,103,0,0,0,0,48.6,0.57,29,3,6.7,13.90%,24.90%,2.2,2.5,0,13.9,13,0,0,4.3,7.5,0,29.1,10.9,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60%,98.30%,0,72.90%,100%,57.5,51,73.58%,1.1046,15.5117,-0.6818,24.9315,-0.5568,14.0294,-0.3226,14.9822,8.0943,8.8062,-0.6314173534
Rockledge Elementary,Prince George's County,Elementary,1432,337,51,195,64,11,0,0,13,57.7,0.68,61,4,7.9,21.20%,31.80%,2.5,2.8,31.6,19.8,10.7,0,0,4.2,0,36.8,33.3,17.9,0,0,4.2,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.80%,100%,0,89.80%,100%,51,50.5,36.50%,-0.2923,27.7419,-0.6668,0.5247,-0.5872,0.0073,-0.3688,0.2101,15.4362,6.6272,-0.8988369224
Rogers Heights Elementary,Prince George's County,Elementary,210,805,0,95,679,19,0,0,0,55.4,0.65,53,4,7,15.60%,26.30%,2.3,2.6,0,22.7,14.7,0,0,0,13.3,0,27.3,26,0,0,3.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.20%,100%,0,81.80%,100%,56,67,92.54%,1.8189,59.1939,-0.6394,272.6639,-0.4747,1.7057,-0.3534,27.3485,744.9841,33.2550,2.369131808
Rosa L. Parks Elementary,Prince George's County,Elementary,1731,684,10,78,589,0,0,0,0,48.5,0.57,29,3,7,21.40%,20.70%,2.5,2.4,0,16.7,21.9,0,0,12.5,14.4,0,13.9,21.4,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.80%,100%,0,80.60%,100%,35.5,54,90.72%,1.7503,32.2846,-0.6621,235.9715,-0.4829,21.7599,-0.3110,23.2378,675.4487,31.4436,2.146825777
Rosaryville Elementary,Prince George's County,Elementary,1105,406,23,334,31,13,0,0,0,44.7,0.53,21,3,5.7,8.20%,20.10%,2,2.4,0,7.2,18.2,0,0,5.5,21.4,0,19.6,18.2,0,0,3.6,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.70%,95.10%,0,87.50%,100%,25,35,48.66%,0.1658,1.5737,-0.7121,55.1872,-0.5395,0.0005,-0.3696,13.7932,71.0576,11.9001,-0.2517104887
Rose Valley Elementary,Prince George's County,Elementary,507,336,10,210,101,10,0,0,0,40.5,0.48,15,3,5.7,8.90%,22.30%,1.8,2.3,0,8.3,5.8,0,0,0,0,0,20.8,17.3,0,0,12,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.40%,90.90%,0,72%,100%,28,46.5,64.24%,0.7527,8.7544,-0.6929,3.4966,-0.5791,0.0444,-0.3672,11.4150,0.0742,4.8770,-1.113645309
Samuel Chase Elementary,Prince George's County,Elementary,1216,345,0,265,66,0,0,0,0,41,0.48,16,3,7.2,21.10%,28.70%,2.2,2.5,0,19.6,23.8,0,0,26.9,20,0,28.1,23.8,0,0,23.1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36%,74.40%,0,70.40%,100%,39.5,49.5,62.04%,0.6699,25.3688,-0.6694,30.0434,-0.5533,10.9754,-0.3281,11.7208,15.4346,9.6718,-0.5251887712
Scotchtown Hills Elementary,Prince George's County,Elementary,1014,743,45,374,274,22,0,0,20,53.6,0.63,46,4,6.6,15%,19.50%,2.4,2.5,35,13.6,9.6,50,0,15.4,9.9,40,19.6,11.8,58.3,0,2.6,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.80%,99.20%,0,85.60%,100%,52,52.5,63.37%,0.7200,1.6991,-0.7115,2.8646,-0.5804,0.1133,-0.3657,1.0887,8.6384,3.7953,-1.246396895
Seabrook Elementary,Prince George's County,Elementary,2003,334,10,141,164,14,0,0,0,59.8,0.7,69,4,10.1,45.70%,36.80%,3.1,2.9,0,42.6,43.1,0,0,26.7,41.2,0,37.7,33.3,0,0,13.3,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.70%,87%,0,87.30%,100%,57.5,59,78.76%,1.2998,8.6316,-0.6931,9.8415,-0.5701,1.0717,-0.3568,11.3471,35.8866,8.1718,-0.7092739534
Seat Pleasant Elementary,Prince George's County,Elementary,1802,356,0,293,53,0,0,0,0,46.7,0.55,25,3,5.9,13%,16.80%,2.1,2.3,0,13.5,11.5,0,0,10.8,0,0,14.8,26.9,0,0,9.5,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.30%,100%,0,72.90%,100%,51.5,56,64.27%,0.7539,26.1777,-0.6685,48.5231,-0.5428,11.3253,-0.3274,12.0945,29.4989,11.2969,-0.3257414819
Springhill Lake Elementary,Prince George's County,Elementary,2113,843,30,345,446,11,0,0,0,39.1,0.46,13,3,5.3,7.20%,15.40%,1.9,2.3,14.3,3.7,8.6,0,0,16.3,4.1,14.3,18.6,11.9,0,0,12.8,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.50%,98.40%,0,68.70%,98.40%,24.5,47,86.34%,1.5853,16.5070,-0.6804,30.1330,-0.5533,9.3300,-0.3314,28.6395,132.3599,14.7299,0.0955831088
Suitland Elementary,Prince George's County,Elementary,661,549,0,436,106,0,0,0,0,45.3,0.53,22,3,5.8,9.70%,19.90%,2,2.3,0,8.4,14,0,0,0,5.3,0,19.1,22.4,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.60%,100%,0,70.60%,100%,50,49.5,55.86%,0.4371,40.3695,-0.6545,59.8766,-0.5373,17.4652,-0.3172,18.6514,23.8254,12.6565,-0.1588735527
Tayac Elementary,Prince George's County,Elementary,905,370,12,260,83,11,0,0,0,43,0.51,18,3,6.4,14.20%,21%,2.1,2.5,0,12.4,12.9,0,0,0,15.8,0,17.4,25.8,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.10%,98.40%,0,68.20%,100%,34,54,58.06%,0.5199,8.4999,-0.6933,15.8304,-0.5641,0.0505,-0.3671,12.5701,8.5595,6.7461,-0.8842448697
Templeton Elementary,Prince George's County,Elementary,214,889,114,187,448,131,0,0,0,51.9,0.61,39,4,7,17.50%,24.40%,2.4,2.5,21.7,19.3,16.7,11.1,0,2.4,12.9,18.2,24.7,24.4,18.2,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.50%,99.10%,0,80.50%,100%,52,51.5,88.60%,1.6705,36.1755,-0.6584,186.0040,-0.4952,373.0746,-0.1261,30.2023,109.5471,27.1109,1.615084144
Thomas S. Stone Elementary,Prince George's County,Elementary,1706,654,23,148,470,0,0,0,0,47.2,0.56,26,3,5.8,12.30%,17.30%,2.1,2.2,0,16.1,12.1,0,0,0,6.6,0,23,14.7,0,0,1.8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.70%,93.10%,0,77.60%,100%,40.5,50,87.90%,1.6441,13.0905,-0.6854,124.2627,-0.5130,20.8055,-0.3123,22.2186,355.6129,23.1515,1.129144959
Tulip Grove Elementary,Prince George's County,Elementary,711,323,113,154,38,13,0,0,0,62.4,0.73,78,4,10.5,29.90%,54.80%,2.8,3.5,40,28.2,13.3,0,0,5.6,0,58,57.6,26.7,0,0,16.7,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.60%,98.30%,0,87%,100%,58,69.5,28.44%,-0.5959,335.3686,-0.5195,3.0995,-0.5799,0.7224,-0.3592,10.9734,38.2340,19.7078,0.7065134981
University Park Elementary,Prince George's County,Elementary,1902,574,165,141,216,47,0,0,0,55.9,0.66,54,4,9.8,34.20%,44.60%,2.8,3.1,66.3,25,9.9,78.6,0,8,11.7,80,39.1,17.3,71.4,0,10.2,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.60%,100%,0,85.90%,100%,49,56.5,47.82%,0.1342,357.2306,-0.5129,96.3931,-0.5224,45.2321,-0.2850,19.5007,8.4565,22.9524,1.104715623
Valley View Elementary,Prince George's County,Elementary,1218,447,13,257,157,17,0,0,0,52.3,0.62,40,4,9.2,30.10%,39.80%,2.7,2.9,0,29.4,25.4,0,0,5.6,17.5,0,44.5,22.5,0,0,5.3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.70%,100%,0,74.90%,100%,44,62,76.42%,1.2116,12.0107,-0.6871,0.5314,-0.5872,0.5434,-0.3606,15.1861,2.5993,5.5562,-1.030287752
Vansville Elementary,Prince George's County,Elementary,111,775,19,452,189,93,0,0,17,52.7,0.62,42,4,8.8,26.90%,35.30%,2.8,2.9,0,26.2,14.9,45,0,5.9,12.3,0,35,29.9,45,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.90%,97.60%,0,86.60%,100%,35,48,45.38%,0.0422,25.3226,-0.6695,1.6152,-0.5834,189.4584,-0.1962,3.3057,10.5955,15.1756,0.1502792734
Waldon Woods Elementary,Prince George's County,Elementary,914,689,26,569,73,17,0,0,0,45.4,0.53,23,3,6.4,14.80%,19.40%,2.2,2.5,0,14.3,13.8,0,0,0,12.5,0,19.4,13.8,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.90%,98.10%,0,83.60%,100%,35,36,46.07%,0.0682,12.0069,-0.6871,95.8436,-0.5226,1.1039,-0.3566,23.4076,91.8412,14.9734,0.125471674
Whitehall Elementary,Prince George's County,Elementary,1438,597,182,289,79,37,0,0,0,64.2,0.76,83,5,13,53.30%,66.30%,3.4,3.6,56.8,46.2,58.3,86.7,0,8.3,33.3,67,64.8,61.1,86.7,0,25,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.10%,98.10%,0,91.90%,100%,59.5,54,23.24%,-0.7918,434.4482,-0.4909,4.6337,-0.5771,17.0745,-0.3178,20.2821,60.2322,23.1662,1.130948275
William Beanes Elementary,Prince George's County,Elementary,636,470,0,343,116,0,0,0,0,41.8,0.49,17,3,5.2,6%,15.80%,1.8,2.3,0,5.2,9.1,0,0,0,7.7,0,15.7,15.9,0,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.60%,100%,0,73.90%,100%,30,52,85.07%,1.5375,34.5604,-0.6599,27.8413,-0.5548,14.9520,-0.3211,15.9675,5.8578,9.9589,-0.4899536648
William Paca Elementary,Prince George's County,Elementary,1309,598,39,355,160,38,0,0,0,49.1,0.58,30,3,5.7,10.30%,19%,1.9,2.3,7.7,10.6,10.4,0,0,12.5,9.4,0,17.7,24.2,0,0,4.2,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.50%,98.60%,0,77.80%,100%,41,57,62.60%,0.6910,0.5623,-0.7178,2.1321,-0.5820,18.9282,-0.3150,20.3161,3.3015,6.7261,-0.886706321
Woodmore Elementary,Prince George's County,Elementary,706,447,0,387,25,19,0,0,0,57.7,0.68,61,4,9.9,34.10%,44.10%,2.9,3.1,0,32.6,13.3,80,0,14.3,15.8,0,46,6.7,40,0,17.9,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88%,100%,0,89.80%,100%,36,54.5,37.09%,-0.2701,32.8691,-0.6615,81.4437,-0.5281,1.6066,-0.3539,15.1861,92.5838,14.9562,0.1233644753
Woodridge Elementary,Prince George's County,Elementary,2007,358,0,55,295,0,0,0,0,59.1,0.7,66,4,8.1,23.90%,30%,2.7,2.7,0,25,23.6,0,0,0,15,0,28.6,29.7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60%,100%,0,75.90%,100%,74.5,78,88.24%,1.6569,26.3247,-0.6683,102.0611,-0.5204,11.3889,-0.3273,12.1625,307.6347,21.4376,0.9188099604
Yorktown Elementary,Prince George's County,Elementary,1427,381,65,240,32,27,0,0,14,63,0.74,81,4,11.1,36.20%,56.50%,3,3.5,48.3,36.3,35.7,25,0,6.3,0,65.5,56.6,42.9,41.7,0,6.3,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.30%,96.40%,0,90.10%,100%,47.5,67,22.92%,-0.8039,48.8227,-0.6474,4.4978,-0.5773,18.2660,-0.3160,0.0862,62.3746,11.5779,-0.2912548738
Benjamin Stoddert Middle,Prince George's County,Middle,615,614,0,514,87,0,0,0,0,43.7,0.53,35,3,5.5,7.70%,16.10%,2,2.3,0,5.8,16.3,0,0,1.5,5.4,0,15,21.8,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10%,37.10%,0,85.40%,99.40%,53,54,72.79%,1.0748,37.4836,-0.6571,66.3023,-0.5344,18.4484,-0.3157,19.0013,46.4338,13.6993,-0.03090377505
Benjamin Tasker Middle School,Prince George's County,Middle,714,841,114,588,90,26,0,0,17,52.3,0.63,64,4,9.2,26.10%,42.80%,2.6,3.1,51.8,20.7,21.3,50,29.4,11.1,6.5,57.3,38.6,39.1,66.7,64.7,13.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.30%,87.60%,0,84.10%,88.60%,57,53,35.61%,-0.3258,76.4698,-0.6275,18.5030,-0.5618,0.0212,-0.3681,3.1304,96.8929,13.9649,0.001694001738
Buck Lodge Middle,Prince George's County,Middle,2108,1167,17,177,943,22,0,0,0,44.4,0.53,38,3,6.2,13.60%,22%,2.1,2.3,20,17,12.6,33.3,0,8.1,2.8,30.8,30.4,19.7,47.6,0,7.4,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.30%,93.30%,0,83.60%,72.90%,49,49,84.76%,1.5258,41.2998,-0.6537,375.2982,-0.4543,4.8674,-0.3421,36.1149,1082.2728,39.2410,3.103773651
Charles Carroll Middle,Prince George's County,Middle,2011,1220,27,414,750,16,0,0,0,42.7,0.51,32,3,7,15%,26.90%,2.2,2.6,21.4,15.7,14,23.1,0,4.6,3.1,20.7,28.8,25.6,40,0,3.1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.80%,77.30%,0,87.30%,39.20%,45,50,78.04%,1.2726,30.2668,-0.6642,126.3818,-0.5123,11.6403,-0.3268,37.7551,444.9079,25.5138,1.41906451
Drew Freeman Middle,Prince George's County,Middle,660,777,0,628,123,0,0,0,10,33,0.4,12,2,5,3.20%,15.80%,1.8,2.2,0,2.4,5,0,0,0,3,0,15.6,14.4,0,0,0.9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.10%,88.50%,0,71.40%,98.90%,32,40,74.97%,1.1570,47.4345,-0.6485,65.7293,-0.5346,23.3460,-0.3089,8.2044,46.3148,13.8213,-0.01592248762
Dwight D. Eisenhower Middle,Prince George's County,Middle,1010,931,31,510,348,25,0,0,12,37.9,0.46,21,3,6.4,10.10%,24.20%,2.1,2.6,17.2,11.2,5.4,34.8,16.7,0,2.4,23.3,22.6,23.3,65.2,16.7,2.6,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.60%,66.20%,0,78.10%,85.60%,35,44,68.35%,0.9076,11.7442,-0.6876,2.2782,-0.5817,0.3160,-0.3628,9.8095,22.7174,6.8458,-0.8720101658
Ernest Everett Just Middle,Prince George's County,Middle,1348,733,0,662,32,16,0,0,12,46,0.55,44,3,8.1,17.20%,38.70%,2.4,2.9,0,16.1,17.2,33.3,36.4,8.9,4.3,0,37.6,34.5,73.3,45.5,10.1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,71%,0,90%,66.80%,47,56,52.09%,0.2950,44.7483,-0.6507,126.1545,-0.5124,1.6477,-0.3537,5.0321,153.1813,18.1869,0.5198572342
G. James Gholson Middle,Prince George's County,Middle,1320,860,10,657,183,0,0,0,0,40,0.48,27,3,5.2,4%,17.50%,1.9,2.2,0,3.8,5,0,0,0,1.4,0,17.3,18.9,0,0,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.80%,91.70%,0,72.60%,99%,42,43,70.75%,0.9980,34.4062,-0.6600,46.6823,-0.5437,25.8398,-0.3058,26.6142,17.5643,12.2926,-0.2035449765
Greenbelt Middle,Prince George's County,Middle,2141,1315,116,658,447,63,0,0,23,46.8,0.56,48,3,8.2,24.30%,35%,2.5,2.8,54.2,25.2,12,47.5,22.2,11.2,4,62.6,36.5,22.9,49.2,50,8.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.10%,64.40%,0,79.90%,94.50%,51,56,65.71%,0.8081,15.8951,-0.6813,16.3277,-0.5636,13.9642,-0.3227,7.6942,11.4436,8.0824,-0.7202512519
Gwynn Park Middle,Prince George's County,Middle,1104,616,28,499,59,0,0,0,27,55.3,0.67,73,4,7.9,16.10%,35.80%,2.4,3,29.6,15.4,12.3,0,24,5,0,53.8,35.1,36.8,0,32,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.30%,74.10%,0,84.70%,98.20%,60,70,35.38%,-0.3345,2.4536,-0.7086,52.9692,-0.5405,18.5085,-0.3156,3.3044,79.9684,12.5381,-0.1734086179
Hyattsville Middle,Prince George's County,Middle,1602,861,55,238,531,15,0,0,11,48.3,0.58,53,3,7.3,15.60%,29.80%,2.3,2.7,54.9,13.1,11.9,26.7,0,2.3,0.6,68.6,33.3,23.5,33.3,0,8.1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.80%,78.30%,0,80.30%,90.60%,53,56,75.23%,1.1668,0.1130,-0.7225,140.5823,-0.5079,4.5672,-0.3429,9.1863,317.8071,21.7315,0.954870435
Isaac J. Gourdine Middle,Prince George's County,Middle,912,574,0,413,133,15,0,0,0,38.5,0.46,22,3,6.5,11.70%,25.80%,2.1,2.5,0,9,18,26.7,0,2.1,0,0,23.5,32.3,35.7,0,2.1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40%,84.90%,0,72%,64%,45,51,54.53%,0.3869,35.0417,-0.6594,17.5612,-0.5625,0.2926,-0.3631,17.7635,6.6662,8.7935,-0.6329791294
James Madison Middle,Prince George's County,Middle,1510,792,19,693,59,0,0,0,0,54.3,0.65,70,4,7.8,15.40%,34.20%,2.4,2.9,33.3,14.5,20.3,0,0,0,5.3,50,33.2,37.9,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60%,86.90%,0,91%,99.20%,53,55,44.98%,0.0272,17.8166,-0.6786,113.2180,-0.5166,23.7967,-0.3083,24.5099,126.6233,17.4918,0.4345517327
Kenmoor Middle,Prince George's County,Middle,1330,885,55,603,169,38,0,0,15,53.9,0.65,69,4,9.8,31.60%,47.80%,2.7,3.1,50.9,30.8,22.6,44.4,50,8.7,2.6,67.9,49,34.1,60.7,53.3,11.3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.40%,91.20%,0,85.70%,99%,49,65,61.24%,0.6397,0.0175,-0.7248,13.8399,-0.5659,4.8951,-0.3420,5.6032,29.7899,7.3584,-0.8091059701
Kettering Middle,Prince George's County,Middle,1326,733,0,629,77,0,0,0,12,43,0.52,33,3,6.5,14.30%,23.10%,2.2,2.4,0,13.3,16.2,0,20,16.7,6.3,0,23.4,17.8,0,30,18.1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.80%,88.80%,0,86.10%,81%,45,44,54.90%,0.4009,44.7483,-0.6507,92.9127,-0.5237,22.0239,-0.3107,5.0321,86.2790,15.8429,0.2321759837
Martin Luther King Jr. Middle,Prince George's County,Middle,110,762,45,394,220,68,0,0,31,49.1,0.59,57,3,9.1,27.30%,40.30%,2.7,3,50,24.2,20.7,47,35.7,3.2,3.5,54.8,41.7,28.1,59.1,42.9,3.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.80%,94.50%,0,81.60%,100%,52,51,49.55%,0.1993,0.0496,-0.7238,6.1220,-0.5748,88.8582,-0.2509,2.3338,0.0026,9.8674,-0.5011742683
Nicholas Orem Middle,Prince George's County,Middle,1718,986,0,198,767,0,0,0,0,39.9,0.48,26,3,5.3,6.90%,15.90%,1.9,2.2,0,6.4,6.8,0,0,0,1.6,0,16.7,15.4,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.80%,64.40%,0,83.70%,85.60%,41,44,84.52%,1.5167,60.1935,-0.6387,249.3467,-0.4799,29.6257,-0.3012,30.5135,811.0838,34.3622,2.505018575
Oxon Hill Middle,Prince George's County,Middle,1234,759,16,370,311,45,0,0,13,37,0.45,20,2,6.4,10.60%,25.80%,2,2.6,25,9.2,9,27.9,16.7,14.9,1.3,37.5,25.7,22.1,50,16.7,7.9,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.40%,70.90%,0,74.60%,67.70%,33,52,77.71%,1.2602,19.8605,-0.6759,12.4902,-0.5672,21.6009,-0.3112,4.6836,37.7490,9.8175,-0.5072971233
Samuel Ogle Middle,Prince George's County,Middle,1428,892,96,589,128,50,0,0,23,55.7,0.67,74,4,10.4,29%,56.10%,2.7,3.4,44.6,27.3,20.3,43.8,22.7,12.2,11.8,68.5,56.4,41.5,58.3,63.6,16.2,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40%,94.90%,0,93.30%,99%,47,62,28.16%,-0.6065,31.6956,-0.6627,8.4896,-0.5716,20.0803,-0.3134,0.7681,65.8234,11.2631,-0.3298895832
Stephen Decatur Middle,Prince George's County,Middle,915,695,19,540,116,12,0,0,0,41.4,0.5,29,3,6,8.60%,21.20%,2.1,2.5,31.3,7.8,7.5,8.3,0,6,5.6,43.8,20.5,15.4,50,0,10,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28%,88.30%,0,83%,89.60%,43,44,52.64%,0.3157,12.9369,-0.6857,43.4390,-0.5454,3.7780,-0.3454,21.5080,36.1791,10.8555,-0.3799161415
Thomas Johnson Middle,Prince George's County,Middle,2009,1170,26,569,520,40,0,0,0,42.7,0.51,32,3,6.6,11.90%,25.50%,2.2,2.6,22.2,13.3,7.9,35.1,0,5.1,3.4,40.7,29.5,18.2,54.1,0,5.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.10%,86.60%,0,86.90%,91.20%,40,43,69.18%,0.9389,28.8907,-0.6656,19.7109,-0.5608,0.6680,-0.3596,36.2077,96.6892,13.4969,-0.05573709096
Thurgood Marshall Middle School,Prince George's County,Middle,622,598,0,439,140,0,0,0,0,32.6,0.39,11,2,5.8,10.40%,18.90%,2,2.3,0,7,17.1,0,0,0,5.4,0,16,24.8,0,0,1.3,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.70%,52.20%,0,62.50%,96%,43,36,67.38%,0.8710,36.5068,-0.6580,22.5046,-0.5586,17.9677,-0.3164,18.5062,6.3807,10.0929,-0.4735075189
Walker Mill Middle,Prince George's County,Middle,1819,734,0,657,56,0,0,0,0,39.3,0.47,24,3,7.6,14.60%,35.20%,2.3,2.8,0,13.7,15.7,0,0,0,0,0,33.5,44,0,0,2.9,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.70%,74.30%,0,75.80%,98.20%,39,48,58.02%,0.5184,44.8094,-0.6507,120.0075,-0.5143,22.0540,-0.3106,22.7149,115.3963,18.0273,0.500263191
William Wirt Middle,Prince George's County,Middle,1908,1137,25,225,842,37,0,0,0,38.5,0.46,23,3,6.2,9.40%,23.90%,2.1,2.5,21.1,9,8.8,14.3,0,3.7,3.7,23.5,23.5,24.2,17.2,0,2.8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.40%,74%,0,68%,58.20%,50,59.5,88.27%,1.6580,28.4161,-0.6661,291.9158,-0.4706,0.2357,-0.3638,35.1865,797.6713,33.9621,2.455912561
Academy of Health Sciences at PGCC,Prince George's County,High School,1350,464,18,326,60,52,0,0,0,77.1,0.96,99,5,27.1,90.30%,98.90%,3.9,4.7,0,93.9,0,69.2,0,0,0,0,98.5,0,100,0,0,0,100,0,100,0,0,0,0,0,100,0,100,0,0,0,0,0,0,100%,100%,99.10%,100%,0,0,41.81%,-0.0922,31.3138,-0.6631,14.8376,-0.5650,42.4121,-0.2877,12.5677,18.0419,10.9166,-0.3724067012
Bladensburg High,Prince George's County,High School,208,1915,30,499,1350,22,0,0,0,36.3,0.4,16,2,11.2,9.40%,40.20%,2.1,2.9,0,11.8,7.3,0,0,2.9,1.6,0,37.7,40.4,0,0,9.3,4.5,70.12,0,83.02,63.95,0,0,71.21,53.85,72.8,0,84.62,66.88,0,0,80,58.73,47.50%,42.40%,63.90%,54.50%,44.60%,0,0,69.72%,0.9592,199.7920,-0.5667,318.3900,-0.4652,50.8787,-0.2799,51.8690,2007.2305,51.2656,4.579529111
