  ,School County,School Type,School ID,Total Students,White,African American,Hispanic,Asian,HI/Pac. Isl.,Am.Ind/AK,2 or More,Points Total,Points %,Percentile,Stars,Achievement Points,% Prof Math,% Prof ELA,Avg. PL Math,Avg. PL ELA,White Math %,AA Math %,Hispanic Math %,Asian Math %,2+ Math %,Special Ed. Math %,English Learner Math %,White ELA %,AA ELA %,Hispanic ELA %,Asian ELA %,2+ ELA %,Special Ed. ELA %,English Learner ELA %,4Y Grad Rate,4Y White,4Y AA,4Y Hispanic,4Y Asian,4Y 2+,4Y Special Ed.,4Y English Learner,5Y Grad Rate,5Y White,5Y AA,5Y Hispanic,5Y Asian,5Y 2+,5Y Special Ed.,5Y English Learner,Eng. Learners ELA Progress,Credit For Well-Rounded Rate,9th Grade On Track Grad Rate,Not Chronic Absent %,Access to Well Rounded Curriculum %,Math Growth Percentile (ES/MS),ELA Growth Percentile (ES/MS),FARMS Rate,Segregation Index
Charles Herbert Flowers High,Prince George's County,High School,1327,2062,12,1861,117,32,0,0,31,56.8,0.63,55,4,16,31.60%,60.90%,2.5,3.5,0,30.7,28,70,0,6.9,0,0,59.7,76.9,81.8,0,12.5,0,92.2,0,91.89,0,0,0,79.41,0,93.57,0,93.35,0,0,0,79.41,0,50%,63.40%,88.20%,81.30%,70.20%,0,0,42.19%,0.2944
Crossland High,Prince George's County,High School,1217,1137,12,793,303,18,0,0,0,35.2,0.39,14,2,7.8,6.30%,15.70%,1.8,2.2,0,6.5,3.1,0,0,0,7.7,0,17.6,8.8,0,0,0,0,78.81,0,83.33,60,0,0,82.86,50,79.26,0,83.41,61.82,0,0,78.38,53.33,39%,50.70%,69%,51.20%,62.40%,0,0,52.78%,0.2465
Dr. Henry A. Wise  Jr. High,Prince George's County,High School,1519,2321,35,2041,184,21,0,0,30,40.1,0.45,20,2,9.9,13.20%,26.40%,2,2.6,0,12.7,9.5,0,0,7.3,0,0,24.7,40,0,0,6.7,0,90.96,0,91.1,0,0,0,81.94,0,92.71,0,92.66,0,0,0,81.94,0,72.20%,41.80%,81.70%,56.30%,32%,0,0,38.79%,0.2853
Duval High,Prince George's County,High School,1409,2085,38,1258,701,58,0,0,19,41.5,0.46,24,3,11.5,17.80%,35.80%,2.1,2.8,0,18.2,13.3,38.5,0,8.6,0,0,34.5,34.5,61.5,0,11.8,8,91.49,0,95.24,82.76,0,0,81.25,0,93.87,0,98.25,83.91,0,0,81.82,0,44.20%,46.40%,64.50%,64.50%,45.70%,0,0,59.50%,0.2328
Eleanor Roosevelt High,Prince George's County,High School,2114,2602,277,1469,492,261,0,0,92,60.1,0.67,63,4,19.9,57.40%,70.50%,3,3.9,88.4,50.4,41.2,93.1,68.2,21.3,5.9,88.6,64.4,65.3,98.3,68.2,18.4,9.1,95.56,100,96.6,84.78,98.63,0,88.64,0,96.06,100,97.21,85.87,98.63,0,86.67,0,62.70%,64.10%,93.60%,75.20%,63.10%,0,0,40.16%,0.1823
Fairmont Heights High,Prince George's County,High School,1806,709,0,553,133,0,0,0,0,42.2,0.47,25,3,11.4,15.10%,36.30%,2.3,2.8,0,16.2,0,0,0,13.8,0,0,30.8,56.5,0,0,3.4,0,90.2,0,91.12,0,0,0,--,0,89.76,0,90.59,0,0,0,67.74,0,69.20%,38.50%,74.30%,60.50%,41.50%,0,0,62.95%,0.2644
Frederick Douglass High,Prince George's County,High School,1502,916,14,806,57,0,0,0,34,46.5,0.58,42,3,12.8,21.20%,43.90%,2.3,3,0,21.4,23.1,0,0,4.5,0,0,44.3,38.5,0,0,4.5,0,96.41,0,96.97,0,0,0,0,0,97.29,0,97.46,0,0,0,0,0,0,33.50%,87.10%,83%,37.90%,0,0,33.37%,0.2859
Friendly High,Prince George's County,High School,511,839,16,634,143,27,0,0,16,38,0.47,26,3,12,12.80%,43.80%,2.1,3.1,0,11.9,16,0,0,5.6,0,0,43,52,0,0,13.9,0,84.46,0,85.44,0,0,0,59.46,0,87.04,0,88.18,0,0,0,69.44,0,0,41.70%,68.60%,67.70%,47.90%,0,0,47.28%,0.2511
Gwynn Park High,Prince George's County,High School,1103,983,39,829,77,11,0,0,25,42,0.53,33,3,11.2,10.70%,38.20%,2,3,30.8,9.6,12.5,0,10,8.7,0,69.2,35.2,37.5,0,60,4.2,0,91.22,0,91.9,0,0,0,0,0,93.75,0,95.1,0,0,0,0,0,0,39.70%,81.70%,76.80%,44.30%,0,0,30.13%,0.2688
High Point High,Prince George's County,High School,102,2634,44,565,1932,78,0,0,11,36.7,0.41,16,2,11,14.30%,35%,2.1,2.7,0,20.9,10.2,28.6,0,22,4.4,0,39.9,31.8,41.4,0,17.1,8.1,62.86,0,86.78,52.57,0,0,65.57,43.28,65.56,0,87.86,56.07,0,0,66.67,49.49,39.60%,46.40%,77.50%,63.10%,48.30%,0,0,77.81%,0.3037
Largo High,Prince George's County,High School,1314,784,0,705,50,0,0,0,15,42.4,0.47,26,3,9.9,10.60%,30.30%,1.8,2.8,0,10.6,0,0,0,6.3,0,0,30.3,0,0,0,6.3,0,89.41,0,90.13,0,0,0,0,0,90.87,0,91.74,0,0,0,0,0,45.50%,37.10%,82.50%,70.20%,43.70%,0,0,48.14%,0.2951
Laurel High,Prince George's County,High School,1008,1940,73,1074,652,95,0,0,38,41.8,0.46,25,3,11.3,20.10%,32.60%,2.1,2.8,14.3,22.6,14.1,23.1,0,2.6,1.8,40,35.4,24.2,46.2,0,2.4,3.3,84.39,0,89.17,72.87,90.32,0,78.95,52.63,85.99,0,89.86,75.78,93.55,0,83.64,56.76,42.40%,50.20%,73.70%,67%,48.40%,0,0,54.96%,0.2180
Northwestern High,Prince George's County,High School,1708,2454,62,660,1661,40,0,0,24,33.5,0.37,11,2,9.5,14.60%,24.70%,2.1,2.3,0,17.6,10.7,30.8,0,3.6,2.3,0,29.2,20.9,38.5,0,3.5,1.6,66.25,0,76.76,60.46,0,0,68.66,47.66,69.4,0,79.56,63.53,0,0,69.12,52.38,40.90%,46.20%,60%,56%,47.40%,0,0,64.62%,0.2836
Oxon Hill High,Prince George's County,High School,1209,1466,28,944,335,112,0,0,39,55.2,0.61,49,4,15.9,34.30%,58.10%,2.6,3.4,0,34.2,11.3,65.5,40,6.9,4.3,0,57.6,37,87.1,73.3,3.3,16.7,88.83,0,90.71,73.97,97.62,0,0,0,89.32,0,91.52,73.97,97.62,0,0,0,60.70%,62.80%,79.50%,77.90%,64.40%,0,0,42.54%,0.2280
Parkdale High,Prince George's County,High School,1909,2402,91,850,1336,79,11,11,24,43.5,0.48,29,3,11.7,18.20%,37.60%,2.1,2.9,21.1,23,11.3,50,0,9.2,3.5,42.1,34.9,35.7,57.9,0,23.1,2.3,78.64,0,91.79,69.12,0,0,71.93,50,81.2,0,92.68,73.19,0,0,73.21,59.38,55%,46%,73.50%,66.30%,61.90%,0,0,66.79%,0.2468
Potomac High,Prince George's County,High School,1220,1287,14,960,289,12,0,0,0,34.7,0.39,14,2,8.3,5%,19.90%,1.9,2.4,0,4.9,3.8,0,0,8.6,5.7,0,20.9,16.7,0,0,2.7,2.8,78.86,0,81.13,63.64,0,0,60.71,0,80.45,0,82.69,65.91,0,0,61.82,0,42.20%,34%,80.40%,55.20%,42.30%,0,0,61.39%,0.2546
Suitland High,Prince George's County,High School,603,2023,16,1833,134,0,0,0,27,39.8,0.44,19,2,9.8,9.10%,29.60%,1.9,2.7,0,8.5,5.3,0,0,8.3,0,0,26.6,57.9,0,0,5.8,0,83.95,0,83.69,0,0,0,73.24,0,85.8,0,85.87,0,0,0,76.47,0,46.20%,48.20%,72.60%,57.30%,70.50%,0,0,54.88%,0.2952
Surrattsville High,Prince George's County,High School,908,721,12,577,100,10,0,0,21,40.7,0.45,22,3,10.2,11.70%,30.70%,2,2.7,0,11.3,12.5,0,0,6.7,0,0,26.3,54.2,0,0,3.3,0,92.74,0,92.55,0,0,0,70.27,0,93.79,0,93.71,0,0,0,72.22,0,40%,36.40%,86.80%,68.60%,26.60%,0,0,43.89%,0.2629
Bayside Elementary School,Queen Anne's County,Elementary,403,433,368,13,22,0,0,0,23,56.3,0.75,82,5,12.8,60.90%,55%,3.6,3.4,62.3,33.3,39.1,0,63.6,31.3,0,56.7,33.3,39.1,0,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,85.70%,100%,64,58,22.12%,0.1710
Grasonville Elementary School,Queen Anne's County,Elementary,503,471,335,56,46,0,0,0,27,57.4,0.68,60,4,11.9,52.70%,51.40%,3.4,3.3,62.4,22.2,17.6,0,53.8,14.3,0,61.1,22.2,5.9,0,61.5,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.60%,100%,0,81.90%,100%,59,50,34.82%,0.1096
Kennard Elementary School,Queen Anne's County,Elementary,302,519,423,27,40,0,0,0,26,66.6,0.78,89,5,12.8,59%,58.20%,3.5,3.4,62.2,33.3,48.6,0,45.8,23.9,26.7,60.7,37.5,48.6,0,45.8,17.4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,98.80%,0,87.80%,98.80%,59,61.5,25.86%,0.1549
Matapeake Elementary School,Queen Anne's County,Elementary,406,481,418,0,24,0,0,0,26,60.7,0.81,93,5,13.7,65%,64.20%,3.6,3.6,67.4,0,0,0,69.2,6.7,0,67.9,0,0,0,53.8,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,86%,100%,69.5,70,16.42%,0.1836
Centreville Middle School,Queen Anne's County,Middle,303,526,436,36,22,0,0,0,23,54.9,0.75,91,5,12.9,52%,65.90%,3.3,3.7,55.8,11.1,52.4,0,47.6,11.6,0,69.3,31.4,52.4,0,61.9,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.40%,0,87.30%,96.40%,59,65,21.93%,0.1565
Matapeake Middle School,Queen Anne's County,Middle,407,378,312,10,18,0,0,0,28,52.4,0.72,85,4,12.8,52.20%,62.60%,3.4,3.7,54.8,0,35.3,0,53.8,2.2,0,64.9,0,35.3,0,65.4,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97%,0,81.50%,97%,55,67,15.74%,0.1657
Stevensville Middle School,Queen Anne's County,Middle,404,557,454,37,35,10,0,0,20,44.9,0.62,61,4,11.4,46.90%,50.90%,3.2,3.3,50.3,26.3,29,50,36.8,8.8,0,54.2,26.3,35.5,50,47.4,1.8,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.30%,0,85.60%,95.70%,47,35,21.15%,0.1508
Kent Island High School,Queen Anne's County,High School,405,1206,979,58,75,24,0,0,64,67.5,0.75,80,4,18.7,55.10%,63.50%,3,3.5,61.3,0,17.6,0,58.8,0,0,69.4,15.4,41.2,0,44.4,0,0,97.13,98.28,0,0,0,0,0,0,98.57,99.14,0,0,0,0,0,0,64%,96.60%,88%,84.30%,78.30%,0,0,16.04%,0.1543
Queen Anne's County High School,Queen Anne's County,High School,301,1145,921,88,81,13,0,0,40,66.2,0.74,76,4,17.1,47.70%,57.60%,2.7,3.5,52.1,16.7,21.1,0,0,11.1,0,60.5,16.7,63.2,0,0,25.9,0,95.73,96.19,0,0,0,0,82.35,0,96.43,96.19,0,0,0,0,85.29,0,59.10%,98.90%,91.30%,84.10%,86.80%,0,0,25.26%,0.1453
Benjamin Banneker Elementary,Saint Mary's County,Elementary,302,661,529,58,26,0,0,0,40,55.6,0.74,81,4,10.6,44.40%,44%,3.1,3,49.5,6.3,33.3,0,17.6,11.4,0,46.8,18.8,50,0,23.5,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.60%,0,85.50%,93.60%,71,65,33.43%,0.1443
Dynard Elementary,Saint Mary's County,Elementary,702,443,349,44,10,0,0,0,39,52,0.69,65,4,10,38.60%,43.40%,2.9,3,43.5,19,0,0,29.4,11.8,0,50.3,19,0,0,23.5,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,84.10%,100%,62,55,41.07%,0.1407
Evergreen Elementary School,Saint Mary's County,Elementary,606,769,502,95,82,28,0,0,54,55.9,0.75,82,4,12.4,57.70%,54.90%,3.4,3.3,63.4,34.4,37.1,78.6,53.8,2.9,0,56.3,40.6,48.6,84.6,50,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,88.20%,100%,58.5,57,17.34%,0.0917
George Washington Carver Elementary,Saint Mary's County,Elementary,805,635,117,332,105,10,0,0,68,48.8,0.57,30,3,6.6,16%,23.50%,2.2,2.4,33.3,8.1,14.6,0,21.7,0,4.2,40.5,13.2,21.3,0,39.1,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.90%,97.60%,0,80.20%,100%,44.5,49,77.95%,0.1517
Green Holly Elementary School,Saint Mary's County,Elementary,803,518,195,184,59,0,0,0,71,50,0.67,57,4,11.2,45.30%,50.90%,3.2,3.1,67.8,22,55.6,0,40.9,18.8,0,78,25.4,66.7,0,31.8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.30%,0,83.40%,95.30%,50,54,58.27%,0.0707
Greenview Knolls Elementary,Saint Mary's County,Elementary,810,425,132,159,47,25,0,0,58,50.1,0.67,57,4,9.1,37.20%,32.60%,2.8,2.7,46.4,14.3,41.2,100,46.2,0,0,41.1,14.3,29.4,80,42.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.70%,0,90.50%,96.70%,64,37.5,52.02%,0.0876
Hollywood Elementary,Saint Mary's County,Elementary,604,526,387,39,24,13,0,0,61,49.7,0.66,55,4,11.7,52.50%,49%,3.4,3.2,54.6,30,63.6,0,48.5,19.5,0,51.4,15,54.5,0,51.5,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,88.60%,100%,45.5,40,24.21%,0.1316
Leonardtown Elementary,Saint Mary's County,Elementary,301,473,340,64,25,16,0,0,27,53.7,0.72,73,4,13.3,60.80%,63.70%,3.6,3.5,68.8,23.3,52.9,0,38.5,17.6,0,70.6,13.3,76.5,0,61.5,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.90%,0,86.90%,100%,43,60,23.59%,0.1072
Lettie Marshall Dent Elem,Saint Mary's County,Elementary,501,611,541,21,16,0,0,0,24,58,0.77,87,5,12.6,61.30%,53.60%,3.5,3.3,61.9,60,0,0,45.5,6.3,0,53.2,50,0,0,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.90%,0,87.90%,100%,70,60,20.75%,0.1816
Lexington Park Elementary,Saint Mary's County,Elementary,804,539,180,230,55,22,0,0,47,59.5,0.7,67,4,10.8,42.60%,48.90%,3,3.2,65.2,8.3,43.5,71.4,56.5,3.8,0,71.4,16.7,52.2,78.6,52.2,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.40%,100%,0,76.20%,100%,71,59.5,61.60%,0.0821
Mechanicsville Elementary,Saint Mary's County,Elementary,504,318,267,14,18,0,0,0,18,51,0.68,61,4,11,41.80%,50%,3.2,3.3,40,0,54.5,0,0,0,0,48.5,0,63.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,86.80%,100%,38.5,63,24.38%,0.1646
Oakville Elementary,Saint Mary's County,Elementary,602,267,206,22,11,0,0,0,26,59.8,0.8,92,5,11.9,54.20%,50%,3.4,3.3,60.2,0,0,0,0,23.1,0,53.4,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.40%,0,87.80%,100%,71,72,27.04%,0.1391
Park Hall Elementary,Saint Mary's County,Elementary,808,636,222,247,62,18,0,0,82,46.2,0.54,25,3,8.3,30.10%,31.50%,2.6,2.6,46.6,12.1,32.3,0,40.6,15.6,0,47.7,15.7,25.8,0,43.8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40%,98.90%,0,78.70%,100%,40,42.5,55.80%,0.0776
Piney Point Elementary,Saint Mary's County,Elementary,201,476,348,41,31,0,0,0,53,54.5,0.73,76,4,11.6,54.10%,48.80%,3.3,3.2,56,33.3,54.5,0,50,23.3,0,50.9,33.3,54.5,0,36.4,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.70%,0,82.30%,100%,68,60,28.36%,0.1274
Ridge Elementary,Saint Mary's County,Elementary,104,262,192,18,24,0,0,0,28,46.9,0.63,44,4,8.7,37%,26.90%,2.9,2.6,42.1,18.2,20,0,36.4,20,0,30.3,9.1,20,0,27.3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.90%,0,86.60%,100%,59,34,42.21%,0.1311
Town Creek Elementary,Saint Mary's County,Elementary,806,211,142,30,17,0,0,0,16,59.7,0.8,92,5,12.7,57.80%,57.80%,3.5,3.4,60.9,42.9,0,0,0,0,0,60.9,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,85.40%,100%,69.5,69.5,33.96%,0.0951
White Marsh Elementary,Saint Mary's County,Elementary,503,269,221,17,0,0,0,0,19,62.7,0.84,96,5,13.8,67.90%,62.80%,3.7,3.5,69.4,0,0,0,54.5,9.1,0,64.9,0,0,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.20%,0,90.60%,100%,80.5,62.5,28.47%,0.1593
Esperanza Middle,Saint Mary's County,Middle,807,902,480,221,85,29,0,0,86,42.4,0.58,52,3,10.3,40.50%,44.80%,2.9,3.1,52.2,12.1,36.4,64.3,39.2,13.1,0,55.7,19.1,45.5,57.1,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79%,0,80.60%,87.30%,43,49,32.01%,0.0389
Leonardtown Middle,Saint Mary's County,Middle,305,976,755,80,52,21,0,0,63,52.6,0.72,85,4,12.2,55.20%,53.40%,3.3,3.4,58.6,16.2,48.1,78.9,58.7,6.5,0,55.3,21.6,51.9,73.7,61.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.30%,0,88%,93.20%,55,61,19.86%,0.1361
Margaret Brent Middle,Saint Mary's County,Middle,404,993,846,67,30,0,0,0,42,39.2,0.54,38,3,9.4,38%,34.40%,2.9,2.9,40.5,14.8,37.9,0,23.8,11.7,0,34.9,22.2,50,0,28.6,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.20%,0,81.10%,99.10%,39,35,24.42%,0.1643
Spring Ridge Middle,Saint Mary's County,Middle,101,976,417,324,103,42,0,0,85,51.7,0.62,63,4,9.7,35%,41.50%,2.9,3,46.8,16.3,24,75.6,38.7,3.4,2.9,54,20.3,34.7,75,50.7,8.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.10%,80.30%,0,78.30%,98.60%,54,58,48.73%,0.0388
Chopticon High,Saint Mary's County,High School,303,1635,1351,155,54,11,0,0,57,53.3,0.67,62,4,15,40.20%,40.90%,2.9,3,39,48.5,58.3,0,20,20,0,40.7,42.4,66.7,0,18.2,14.3,0,96.23,97.99,85.37,0,0,0,74.19,0,96.46,97.99,87.8,0,0,0,--,0,0,98.90%,81.20%,72.60%,87.80%,0,0,19.75%,0.1502
Great Mills High,Saint Mary's County,High School,801,1655,676,613,179,77,0,0,104,55.7,0.62,52,4,14.8,39.90%,42.70%,2.8,3,58.2,14.8,35,75,40,12.5,0,58.7,19.5,31.6,78.9,54.2,8.6,0,88.65,88.08,89.63,78.57,0,93.75,64.29,0,90.29,91.33,89.86,80.95,0,93.75,74.36,0,50%,98%,66.70%,71.40%,87.10%,0,0,39.77%,0.0458
Leonardtown High,Saint Mary's County,High School,306,1859,1390,178,108,72,0,11,95,60.2,0.75,81,5,17.6,57.70%,54%,2.8,3.3,60.8,30,63.2,69.6,50,16,0,55.4,35.1,50,56.5,63.2,8,0,96.21,97.28,85.29,0,0,0,0,0,96.44,97.55,85.71,0,0,0,0,0,0,98.90%,88.50%,81.40%,93.10%,0,0,13.03%,0.1241
Carter G Woodson Elementary,Somerset County,Elementary,705,525,252,161,70,0,0,0,32,51.9,0.61,39,4,9.1,24.90%,40.60%,2.7,3.1,32.1,13.1,26.5,0,16.7,7,9.1,50,26.2,35.3,0,41.7,14,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.70%,100%,0,83.20%,100%,33,52,87.17%,0.0317
Deal Island School,Somerset County,Elementary,1401,119,98,0,0,0,0,0,0,45.6,0.61,38,4,11.1,48.10%,46.20%,3.1,3.3,55,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,78.40%,100%,27,62,55.83%,0.1745
Chapel District Elementary,Talbot County,Elementary,401,401,326,16,33,0,0,0,18,67.1,0.79,90,5,12.5,57.10%,59.20%,3.4,3.3,60.1,20,37.5,0,0,0,0,60.8,40,43.8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.80%,98.10%,0,90.80%,100%,64,62,34.16%,0.1570
Easton Elementary,Talbot County,Elementary,104,1040,345,243,370,20,0,0,62,60.4,0.71,70,4,9.6,35.30%,39%,2.9,2.9,56.3,18.4,23.8,0,30.4,3.2,12.6,59.2,25.4,23.7,0,43.5,11.3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.40%,100%,0,90.60%,100%,58,57,65.29%,0.1209
St. Michaels Elementary,Talbot County,Elementary,204,332,228,51,26,0,0,0,21,53.4,0.71,71,4,12.6,53.20%,63.50%,3.3,3.5,59.4,17.6,0,0,0,0,0,68.8,35.3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.70%,0,89.10%,95.70%,49.5,57.5,46.08%,0.0953
White Marsh Elementary,Talbot County,Elementary,302,391,231,71,33,11,0,0,44,53.4,0.71,71,4,10.4,37.60%,47.50%,3,3.2,43.5,12.5,35.7,0,31.3,6.3,0,59.1,18.8,21.4,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,90.90%,100%,48,59,48.59%,0.0681
Easton Middle,Talbot County,Middle,106,801,466,130,150,15,0,0,38,43.9,0.53,36,3,8.5,26.90%,33.60%,2.6,2.8,36.4,11.3,9,38.5,29.7,1.3,0,41.7,15.2,22.2,46.2,37.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.60%,94.20%,0,82.90%,94.70%,36,36,43.52%,0.0728
Easton High,Talbot County,High School,101,1176,726,191,189,24,0,0,43,56.3,0.63,52,4,16.3,43%,54.30%,2.6,3.3,52.1,17.9,21.2,0,0,12.5,0,61.3,20,48.6,0,0,25,0,84.69,91.71,86.05,56.86,0,0,0,30,85.71,92.82,86.05,58.82,0,0,0,33.33,42.10%,84.80%,74.30%,76%,83.30%,0,0,35.57%,0.0752
Bester Elementary,Washington County,Elementary,1701,618,268,178,69,0,0,0,100,37.2,0.5,17,3,6.1,14.80%,16.30%,2.2,2.3,19.2,8.3,18.8,0,10.2,0,0,21.5,5.6,15.6,0,18.4,3.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.60%,0,75.90%,97.60%,41,37,76.05%,0.0630
Boonsboro Elementary,Washington County,Elementary,603,547,494,16,21,0,0,0,13,59.4,0.79,90,5,12.4,50.60%,57.80%,3.4,3.5,50.7,0,50,0,0,17.4,0,59.3,0,40,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,94.20%,100%,68,58,15.36%,0.1873
Cascade Elementary,Washington County,Elementary,1401,172,155,0,12,0,0,0,0,56.6,0.75,83,5,10.1,47.60%,34.10%,3.1,2.9,46.6,0,0,0,0,0,0,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,87.20%,100%,76,59,43.75%,0.1923
Clear Spring Elementary,Washington County,Elementary,402,417,395,0,0,0,0,0,11,56.7,0.76,84,5,10.2,41%,41.50%,3,3.1,41.5,0,0,0,0,0,0,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,93.20%,100%,65,59,37.32%,0.2092
Eastern Elementary,Washington County,Elementary,1002,471,189,130,68,15,0,0,69,56.4,0.66,56,4,8.2,25.60%,33.10%,2.5,2.8,30.4,17.1,30.2,50,17.3,14.5,31.8,37,23.1,41.3,50,28.8,14.5,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.70%,100%,0,83.50%,100%,52,55,61.94%,0.0639
Emma K. Doub Elementary,Washington County,Elementary,302,334,199,43,43,0,0,0,39,52.1,0.69,66,4,11.1,45.10%,53.70%,2.9,3.3,54.1,19,21.1,0,41.2,9.1,0,63.3,33.3,31.6,0,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,86.20%,100%,56,52,50.15%,0.0875
Fountain Rock Elementary,Washington County,Elementary,2002,253,212,0,17,0,0,0,10,59.4,0.79,90,5,9.9,35.20%,43.40%,2.9,3.1,38.6,0,0,0,0,36.4,0,47.5,0,0,0,0,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,93.50%,100%,69,71,38.40%,0.1742
Fountaindale Elementary,Washington County,Elementary,2701,382,224,58,40,16,0,0,44,54.3,0.72,74,4,14,64.30%,69.20%,3.7,3.7,72.6,30,73.3,0,52,8.3,0,69.8,53.3,66.7,0,76,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.10%,0,88.30%,98.10%,58,42,41.11%,0.0750
Greenbrier Elementary,Washington County,Elementary,1602,222,182,11,12,12,0,0,0,64.6,0.86,98,5,13.1,64.40%,57.70%,3.5,3.4,62.5,0,0,0,0,0,0,56.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,91.50%,100%,83,72.5,25.35%,0.1558
Hancock Elementary,Washington County,Elementary,502,249,241,0,0,0,0,0,0,53.5,0.71,71,4,10,34.90%,45.30%,3,3,35.3,0,0,0,0,5.9,0,44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,85.40%,100%,74,49,57.83%,0.2158
Hickory Elementary,Washington County,Elementary,2602,302,158,37,76,0,0,0,26,52,0.61,39,4,6.8,20.10%,21.60%,2.3,2.4,19.7,25,10.5,0,27.3,0,4.8,19.7,31.3,13.2,0,27.3,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80%,98.20%,0,88.20%,98.20%,37,47,66.88%,0.0961
Jonathan Hager Elementary,Washington County,Elementary,190,408,171,119,51,11,0,0,52,48.7,0.65,52,4,8.7,30%,32.20%,2.8,2.8,22.9,27.5,44.4,0,42.9,9.1,0,28.9,29.4,44.4,0,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,0,83.80%,100%,69,41,66.11%,0.0527
Lincolnshire Elementary,Washington County,Elementary,2601,591,367,106,61,0,0,0,51,44.3,0.59,34,3,8,22.70%,33.80%,2.4,2.7,29.9,13.6,5.3,0,5.9,13.8,0,40.1,25,22.2,0,17.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.70%,0,80.20%,98.70%,43.5,50,53.52%,0.0737
